HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HA;km+;5;3;0;1;0;0,107954545;0,3439;0,039238838;0;0,193;-1;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,011363636;0,3439;0,039189163;0;0,603;-1;1;1;1;1;0;1
HD;km+;2;3;0;1;1;0,073863636;0,3439;0,039185342;0;0,053;-1;1;0,225;0;1;0,54573484;0
H0;km+;0;3;0;1;0;0,15340909;0,3439;0,039139489;0;0;0;1;0,677;0;1;0,110996916;0
HB;km+;4;3;0;1;0;0,272727272;0,4685;0,039051604;0;0;-1;1;0,225;0;1;0,871531346;0
HB;km-;4;1;0;1;1;0,323863636;0,4685;0,038906402;0;0,202;-1;1;0,322;1;1;0,797533401;1
HE;km+;1;3;0;1;0;0,107954545;0,4685;0,038810875;0;0,413;-1;1;0,677;0;1;0,330935251;0
HE;km--;1;1;0;1;0;0,170454545;0,3439;0,038807054;0;0;-1;1;1;0;1;0;1
HD;km++;2;3;0;0;1;0,176136363;0,3439;0,038782217;0;0,025;0;1;0;0;1;0,521068859;0
H0;km+;0;3;0;0;0;0,323863636;0,4685;0,038734453;0;0,127;-1;1;0,645;0;1;0,094552929;0
HE;km-;1;1;0;1;1;0,164772727;0,3513;0,0386886;0;0;-1;1;0,225;0,969;1;0,204522096;1
HA;km-;5;1;0;1;0;0,0625;0,3439;0,03861982;0;0;0;1;0,225;0;1;0,91983556;0
HE;km+;1;3;0;1;1;0,34090909;0,4685;0,038591162;0;0,301;-1;1;0,677;0;1;0,354573484;1
H0;km+;0;3;0;1;0;0,034090909;0,4894;0,038554861;0;0,066;-1;1;1;1;1;0;1
HD;km--;2;1;0;1;0;0,147727272;0,4685;0,038547219;0;0,246;-1;1;0,677;1;1;0,429599177;1
HC;Estable;3;2;0;0;0;0,159090909;0,4685;0,038505187;0;0,327;-1;1;0,354;1;1;0,645426515;1
H0;km++;0;3;0;0;0;0,011363636;0,7248;0,038417302;0;0,095;-1;1;0,322;1;1;0,087358684;0
H0;Estable;0;2;0;1;0;0,681818181;0,4685;0,038386733;0;0,144;0;1;0,322;1;1;0,081192189;1
HA;km--;5;1;1;1;0;0,272727272;0,6139;0,03837527;0;0,031;0;1;0,322;1;1;0;1
H0;km--;0;1;0;1;0;0,022727272;0,3439;0,038333238;0;0;-1;1;0;0;1;0,038026721;0
HC;km--;3;1;0;1;0;0,125;0,4685;0,0382721;0;0,365;0;1;0,967;1;1;0,618705035;1
H0;km-;0;1;0;1;0;0,011363636;0,2751;0,038199499;0;0;1;1;0,322;1;1;0,03905447;0
HD;km--;2;1;0;1;1;0,346590909;0,4685;0,038048566;0;0,065;-1;1;0,677;0;1;0,443987667;0
HE;km--;1;1;0;0;0;0,107954545;0,4685;0,038016087;0;0,293;-1;1;1;0;1;0;1
HE;Estable;1;2;0;1;0;0,02840909;0,3439;0,038016087;0;0,07;-1;1;0,354;1;1;0,25282631;1
HD;km--;2;1;0;1;0;0,09090909;0,4685;0,037981697;0;0;-1;1;0;0;1;0,423432682;0
HB;Estable;4;2;0;0;0;0,744318181;0,4685;0,037977876;0;0,046;-1;1;0,741;1;1;0,816032887;1
HE;km--;1;1;0;1;1;0,272727272;0,4685;0,037916738;0;0,634;-1;1;1;0;1;0;1
H0;km-;0;1;0;1;0;0,125;0,4685;0,037912917;0;0,07;-1;1;0,87;0;1;0,045220966;1
H0;km+;0;3;0;0;0;0,034090909;0,3439;0,037847959;0;0;0;1;0,677;0;1;0,086330935;0
H0;km++;0;3;0;0;0;0,017045454;0,3439;0,037790642;0;0,026;-1;1;0,225;0;1;0,086330935;0
HB;km-;4;1;0;1;0;0,159090909;0,3439;0,037683651;0;0;0;1;0,677;0;1;0,785200411;0
HB;km-;4;1;0;1;0;0,102272727;0,4685;0,037599587;0;0,094;-1;1;0,645;0;1;0,781089414;1
HC;km+;3;3;0;1;1;0,147727272;0,4685;0,037593856;0;0,495;-1;1;0,806;1;1;0;1
HC;km--;3;1;0;1;0;0,02840909;0,3439;0,037569019;0;0;-1;1;1;1;1;0;1
HA;km-;5;1;0;1;0;0,051136363;0,4685;0,037561376;0;0;-1;1;0;0;1;0,91983556;0
H0;km-;0;1;0;1;0;0,136363636;0,3052;0,037534629;0;0,184;-1;1;0,87;0;1;0,045220966;1
H0;km--;0;1;0;1;0;0,005681818;0,3045;0,037519344;0;0;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,255681818;0,6012;0,037511702;0;0;-1;1;0,645;0;1;0,23946557;0
HD;km--;2;1;0;1;0;0,147727272;0,4685;0,037473491;0;0,061;-1;1;0,225;1;1;0,428571428;1
HE;km--;1;1;0;0;0;0,130681818;0,3439;0,03740089;0;0;-1;1;1;0;1;0;1
HA;km+;5;3;0;1;0;0,034090909;0,4685;0,037385606;0;0;-1;1;0;0;1;0,980472764;0
HE;km-;1;1;0;0;1;0,329545454;0,5199;0,03725951;0;0;-1;1;0,225;0,999;1;0,166495375;1
H0;km++;0;3;0;1;0;0,017045454;0,3439;0,037194551;0;0,127;-1;1;1;0;1;0;1
H0;km-;0;1;0;1;0;0,079545454;0,3068;0,037129592;0;0;-1;1;0,322;1;1;0,046248715;1
HB;km--;4;1;0;1;1;0,107954545;0,4685;0,037113034;0;0;-1;1;1;1;1;0;1
HD;Estable;2;2;0;0;0;0,329545454;0,4685;0,037102845;0;0;-1;1;0;0;1;0,462487153;0
H0;km+;0;3;0;1;0;0,295454545;0,3439;0,037095203;0;0,276;-1;1;0,935;0;1;0;1
H0;km++;0;3;0;0;0;0,022727272;0,4685;0,037041707;0;0;-1;1;0,225;0;1;0,086330935;0
HE;km+;1;3;0;1;1;0,1875;0,4062;0,036854474;0;0,026;-1;1;0,225;0;1;0,348406988;0
HE;km--;1;1;0;0;1;0,602272727;0,4828;0,03682295;0;0,082;-1;1;0,033;0;1;0,165467625;1
HB;km--;4;1;0;1;0;0,096590909;0,3439;0,03680862;0;0,177;-1;1;0,258;1;1;0,782117163;1
H0;km--;0;1;0;1;0;0,011363636;0,3439;0,036705451;0;0;-1;1;0,322;1;1;0,03905447;1
HA;km-;5;1;0;1;0;0,022727272;0,4685;0,036533501;0;0;-1;1;1;0;1;0;1
H0;km+;0;3;0;1;0;0,017045454;0,3439;0,036502933;0;0;-1;1;0,645;0;1;0,102774922;0
HD;km+;2;3;0;0;0;0,056818181;0,3439;0,036468543;0;0,084;-1;1;0,225;1;1;0,499486125;1
HE;km+;1;3;0;1;0;0,079545454;0,4685;0,036246919;0;0,492;-1;1;0,516;0;1;0,330935251;1
H0;km-;0;1;0;0;0;0,09090909;0,3439;0,036204887;0;0;0;1;0,677;0;1;0,021582733;0
HE;Nuevo;1;0;0;0;0;0,238636363;0,4685;0,036174318;0;0,459;-1;1;1;0;1;0;1
HC;km--;3;1;0;0;0;0,1875;0,3439;0,036155213;0;0;-1;1;1;0;1;0;1
HD;km--;2;1;0;1;0;0,397727272;0,4685;0,036117002;0;0,269;-1;1;0,354;1;1;0,434737923;1
H0;km++;0;3;0;1;0;0,02840909;0,4685;0,036055864;0;0;-1;1;0,322;1;1;0,104830421;1
HC;km-;3;1;0;1;0;0,170454545;0,3439;0,036025296;0;0;-1;1;1;1;1;0;1
HE;km-;1;1;0;0;0;0,71590909;0,4685;0,035998548;0;0;0;1;0;0;1;0,156217882;0
HA;km-;5;1;0;1;0;0,119318181;0,3439;0,035956516;0;0;-1;1;0,677;0;1;0,921891058;0
H0;km--;0;1;0;1;0;0,022727272;0,3045;0,035880094;0;0;-1;1;0;0;1;0,038026721;0
HB;km+;4;3;0;1;0;0,267045454;0,3753;0,035872452;0;0;0;1;0;0;1;0,871531346;0
HC;km--;3;1;0;1;0;0,085227272;0,4685;0,035857167;0;0,49;-1;1;0,935;1;1;0,619732785;1
H0;Estable;0;2;0;0;0;0,017045454;0,3439;0,035765461;0;0;-1;1;0,645;0;1;0,059609455;0
HD;km+;2;3;0;1;1;0,306818181;0,4282;0,035734892;0;0;-1;1;0;0;1;0,547790339;0
HB;km--;4;1;0;1;0;0,085227272;0,4685;0,035708145;0;0,025;-1;1;0,677;0;1;0,781089414;0
HC;km--;3;1;0;0;0;0,073863636;0,3439;0,03569286;0;0,014;-1;1;0,322;1;1;0,588900308;1
HC;km-;3;1;0;0;0;0,102272727;0,4685;0,035689039;0;0,025;-1;1;0;0;1;0,586844809;0
HE;km--;1;1;1;1;0;0,130681818;0,5973;0,035647007;0;0,231;-1;1;0;0;1;0,218910585;1
HA;km-;5;1;0;0;0;0,085227272;0,4685;0,035616438;0;0;-1;1;1;0;1;0;1
HE;Estable;1;2;0;1;1;0,164772727;0,4685;0,035341319;0;0;-1;1;0;0;1;0,275436793;0
HB;km+;4;3;0;1;0;0,09090909;0,3068;0,035280182;0;0,025;-1;1;0,225;0;1;0,8663926;0
H0;Estable;0;2;0;1;0;0,159090909;0,3439;0,035219044;0;0,135;-1;1;0,903;0;1;0,078108941;1
HC;km+;3;3;0;1;1;0,4375;0,3764;0,035207581;0;0;0;1;0,677;0;1;0,727646454;0
HD;km+;2;3;0;0;0;0,170454545;0,4685;0,035154086;0;0;-1;1;0,322;1;1;0,508735868;1
HA;km++;5;3;0;1;0;0,27840909;0,3879;0,035138801;0;0,029;-1;1;0,645;0;1;0,991778006;1
HD;km-;2;1;0;1;0;0,1875;0,4685;0,03513498;0;0;-1;1;0,225;0;1;0,427543679;0
HA;km-;5;1;0;1;0;0,022727272;0,4685;0,035058558;0;0;-1;1;1;1;1;0;1
HC;km-;3;1;0;0;1;0,034090909;0,3439;0,035027034;0;0;0;1;0;0;1;0,602261048;1
HE;km--;1;1;0;0;0;0,420454545;0,4685;0,034970673;0;0;-1;1;0,225;0;1;0,156217882;0
HB;km+;4;3;0;0;1;0,079545454;0,4222;0,03488852;0;0,127;-1;1;0,677;0;1;0,859198355;0
HD;km++;2;3;0;0;0;0,306818181;0,3753;0,034859861;0;0;0;1;0,516;1;1;0,512846865;1
HB;km-;4;1;0;1;0;0,0625;0,4639;0,034794903;0;0;0;1;0,677;0;1;0,776978417;0
HC;km--;3;1;0;0;0;0,335227272;0,3439;0,034752871;0;0,347;-1;0,933;0,967;1;1;0,600205549;1
HC;Estable;3;2;0;1;0;0,409090909;0,3879;0,034664985;0;0,291;-1;1;0,354;1;1;0,670092497;1
HE;km+;1;3;0;1;0;0,045454545;0,3439;0,034653522;0;0,322;-1;1;1;1;1;0;1
HE;Estable;1;2;0;1;1;0,323863636;0,5096;0,034598753;0;0,427;-1;1;0,258;1;1;0,284686536;1
HE;km-;1;1;0;0;0;0,25;0,4685;0,034512142;0;0,127;0;1;0;0;1;0,156217882;0
HB;km-;4;1;0;1;0;0,27840909;0,4685;0,034489215;0;0;-1;1;0;0;1;0,788283658;0
H0;Estable;0;2;0;0;0;0,011363636;0,3439;0,034462467;0;0;-1;1;0,322;1;1;0,060637204;1
HA;km-;5;1;0;1;0;0,022727272;0,4685;0,034248486;0;0;-1;1;0;0;1;0,91983556;0
HE;km++;1;3;0;1;1;0,085227272;0,3439;0,034217917;0;0,04;-1;1;1;1;1;0;1
HD;km--;2;1;0;1;0;0,039772727;0,3439;0,034126211;0;0;1;1;0;0;1;0,418293936;0
HE;km--;1;1;0;1;0;0,073863636;0,3279;0,033988651;0;0,025;-1;1;0,225;0;1;0,178828365;0
H0;km--;0;1;0;0;0;0,102272727;0,4894;0,03395044;0;0,31;0;1;1;0;1;0;1
H0;km++;0;3;0;1;0;0,261363636;0,4685;0,033946619;0;0;-1;1;0,161;1;1;0,114080164;0
HC;km++;3;3;0;1;0;0,045454545;0,3439;0,033912229;0;0,092;0;1;0,225;0;1;0,702980472;0
HE;km-;1;1;0;1;0;0,085227272;0,4685;0,03387784;0;0;0;1;1;0;1;0;1
H0;km--;0;1;0;0;0;0,022727272;0,4723;0,03380906;0;0;-1;1;0;0;1;0,016443987;0
HD;km++;2;3;0;1;0;0,02840909;0,3509;0,033698248;0;0,026;-1;1;0,225;1;1;0,526207605;1
HC;Estable;3;2;0;1;1;0,113636363;0,6139;0,033663858;0;0;-1;1;1;1;1;0;1
HE;km--;1;1;0;0;0;0,102272727;0,4685;0,033618005;0;0,284;-1;1;1;0;1;0;1
HE;km--;1;1;0;1;0;0,25;0,3982;0,033610363;0;0,134;-1;1;0,225;0;1;0,189105858;0
HB;km+;4;3;0;1;0;0,051136363;0,3439;0,033606542;0;0;-1;1;0;0;1;0,862281603;0
H0;km+;0;3;0;0;0;0,011363636;0,3748;0,0335989;0;0;-1;1;1;1;1;0;1
HC;km--;3;1;0;1;0;0,011363636;0,4685;0,033511014;0;0,08;0;1;1;1;1;0;1
H0;Estable;0;2;0;1;0;0,051136363;0,4685;0,033488088;0;0,025;0;1;0,677;0;1;0,067831449;0
H0;km-;0;1;0;1;0;0,625;0,3439;0,033476624;0;0,051;-1;1;0;0;1;0,050359712;0
HE;km-;1;1;0;1;0;0,426136363;0,373;0,033423129;0;0;-1;1;0,225;0;1;0,189105858;0
H0;km+;0;3;0;0;0;0,022727272;0,3439;0,033339065;0;0;-1;1;0;0;1;0,086330935;0
HE;km--;1;1;1;1;0;0,272727272;0,3748;0,033247359;0;0,331;-1;1;0,032;0,5;1;0,224049331;1
HB;km+;4;3;0;0;0;0,25;0,4487;0,033209148;0;0;-1;1;0,322;1;1;0,85303186;1
H0;km--;0;1;0;1;0;0,022727272;0,3358;0,033144189;0;0;-1;1;0;0;1;0,038026721;0
H0;Estable;0;2;0;1;0;0,022727272;0,3439;0,033128905;0;0;-1;1;0,225;0;1;0,067831449;0
HA;km--;5;1;0;0;0;0,068181818;0,4685;0,033048662;0;0,04;0;1;0,774;1;1;0,904419321;0
HC;km++;3;3;0;1;0;0,681818181;0,4685;0,033033377;0;0,026;-1;1;0,225;1;1;0,718396711;0
HE;km++;1;3;0;0;0;0,056818181;0,422;0,033029556;0;0;-1;1;1;1;1;0;1
HD;Estable;2;2;0;1;0;0,056818181;0,4216;0,033021914;0;0,051;-1;1;0;0;1;0,471736896;0
H0;km+;0;3;0;1;0;0,017045454;0,4685;0,03300663;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;1;0;0,039772727;0,4216;0,032968419;0;0,797;-1;1;1;1;1;0;1
HA;km--;5;1;0;1;0;0,119318181;0,3439;0,032956955;0;0,118;-1;1;0;0;1;0,921891058;0
HE;km++;1;3;0;1;0;0,085227272;0,4685;0,032956955;0;0;-1;1;0,193;0;1;0,327852004;0
H0;km--;0;1;0;1;0;0,022727272;0,4216;0,03293785;0;0;0;1;0;0;1;0,038026721;0
HD;km+;2;3;0;0;0;0,289772727;0,5023;0,032865249;0;0,092;-1;1;1;1;1;0;1
HB;km++;4;3;0;1;0;0,02840909;0,4685;0,032861428;0;0,354;-1;1;0,354;0,499;1;0,864337101;1
HC;km--;3;1;0;1;0;0,034090909;0,3095;0,032861428;0;0;-1;1;0;0;1;0,610483042;0
H0;km+;0;3;0;0;0;0,011363636;0,3439;0,032857607;0;0,042;-1;1;1;1;1;0;1
HD;km-;2;1;0;1;0;0,09090909;0,3439;0,032823217;0;0;-1;1;0;0;1;0,423432682;0
HA;km--;5;1;0;1;0;0,09090909;0,6139;0,032574846;0;0;0;1;0;0;1;0,921891058;1
HE;km--;1;1;0;1;0;0,085227272;0,4685;0,032490782;0;0,245;-1;1;1;0;1;0;1
HD;km--;2;1;0;1;0;0,034090909;0,4685;0,032490782;0;0,466;-1;1;0,354;1;1;0,421377183;1
H0;km--;0;1;0;1;0;0,034090909;0,4685;0,032486961;0;0,205;0;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,107954545;0,4685;0,032444928;0;0,215;-1;1;1;0;1;0;1
HA;km+;5;3;0;1;0;0,045454545;0,4191;0,032391433;0;0,067;-1;1;0,354;0,976;1;0,981500513;1
H0;km--;0;1;0;1;0;0,017045454;0,4086;0,032357043;0;0,026;-1;1;0,225;0;1;0,038026721;0
HA;km--;5;1;0;0;1;0,710227272;0,2379;0,032343669;0;0,065;-1;1;0,225;1;1;0,917780061;1
HA;km+;5;3;0;1;0;0,301136363;0,3439;0,032250053;0;0;-1;1;1;1;1;0;1
HD;km-;2;1;0;1;1;0,079545454;0,3439;0,032250053;0;0,103;-1;1;0;0;1;0,43987667;0
HD;km-;2;1;0;0;0;0,193181818;0,3439;0,03224241;0;0;-1;1;0,225;0;1;0,397738951;0
HE;km-;1;1;0;1;1;0,159090909;0,4685;0,032085745;0;0,001;-1;1;0,225;0;1;0,203494347;1
HE;km+;1;3;0;1;0;0,056818181;0,4685;0,032078103;0;0;0;1;0;0;1;0,321685508;0
HE;km--;1;1;0;1;0;0,085227272;0,4685;0,032062819;0;0;-1;1;0,225;0;1;0,178828365;0
H0;km--;0;1;0;1;0;0,045454545;0,4685;0,032036071;0;0;-1;1;1;1;1;0;1
HE;km--;1;1;0;1;0;0,085227272;0,4685;0,031959649;0;0;0;1;0;0;1;0,178828365;0
HD;km--;2;1;0;1;0;0,039772727;0,4685;0,031906154;0;0;-1;1;0,225;0;1;0,418293936;0
HD;km--;2;1;0;0;0;0,8125;0,4685;0,031852659;0;0,04;-1;1;0,225;0;1;0,401849948;1
H0;km-;0;1;0;1;0;0,017045454;0,3439;0,031776237;0;0;-1;1;1;0;1;0;1
HB;km--;4;1;0;1;0;0,147727272;0,4685;0,031715099;0;0;-1;1;0;0;1;0,785200411;1
HD;Estable;2;2;0;1;0;0,051136363;0,4216;0,031665425;0;0,103;-1;1;0,225;0;1;0,471736896;0
HE;km++;1;3;0;1;0;0,318181818;0,2808;0,031604287;0;0;0;1;0,225;0;1;0,336073997;0
HD;Estable;2;2;0;1;0;0,045454545;0,4216;0,031493475;0;0,218;-1;1;1;1;1;0;1
HC;Estable;3;2;0;1;0;0,170454545;0,3439;0,031459086;0;0,051;0;1;1;0;1;0;1
HD;km-;2;1;0;1;1;0,068181818;0,3439;0,031441891;0;0,096;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,295454545;0,3439;0,031283315;0;0;0;1;0,322;1;1;0,051387461;1
HD;km--;2;1;0;1;0;0,136363636;0,4685;0,031268031;0;0,239;-1;1;0,354;1;1;0,42651593;1
HE;km++;1;3;1;1;0;0,284090909;0,6139;0,03126421;0;0;0;1;0,225;0;1;0,364850976;0
H0;km++;0;3;0;1;0;0,34090909;0,4685;0,031222178;0;0;-1;1;0;0;1;0,113052415;0
HD;km--;2;1;0;1;1;0,142045454;0,4409;0,031210714;0;0,029;-1;1;0,225;1;1;0,441932168;1
HD;km+;2;3;0;1;0;0,130681818;0,3748;0,031203072;0;0;-1;1;0,645;0;1;0,530318602;0
H0;km--;0;1;0;0;0;0,698863636;0,4685;0,03119543;0;0;0;1;1;1;1;0;1
HC;km++;3;3;0;1;0;0,039772727;0,4685;0,031183967;0;0;-1;1;0,225;0;1;0,702980472;0
HD;Estable;2;2;0;1;1;0,119318181;0,6139;0,031117734;0;0;-1;1;1;1;1;0;1
HD;km++;2;3;0;1;0;0,193181818;0,4685;0,031073155;0;0,085;-1;1;0,258;1;1;0,535457348;1
HA;km-;5;1;0;0;0;0,0625;0,4685;0,031073155;0;0,015;0;1;0,677;0;1;0,903391572;0
HE;km+;1;3;0;1;0;0,267045454;0,3753;0,031034944;0;0;-1;1;0,258;1;1;0,339157245;1
HC;km-;3;1;0;1;0;0,181818181;0,3439;0,030947059;0;0;-1;1;0;0;1;0,620760534;1
H0;km--;0;1;0;0;0;0,045454545;0,3439;0,030924132;0;0;-1;1;0,677;0;1;0,016443987;0
H0;km+;0;3;0;0;0;0,022727272;0,3748;0,030870637;0;0;-1;1;0;0;1;0,086330935;0
HB;km+;4;3;0;0;0;0,255681818;0,3052;0,030752183;0;0,051;0;1;0,161;1;1;0,85303186;0
H0;km-;0;1;0;1;0;0,017045454;0,4685;0,030725435;0;0,203;-1;1;1;1;1;0;1
HC;km++;3;3;0;1;0;0,022727272;0,4894;0,030675761;0;0;0;1;0;0;1;0,702980472;0
H0;km+;0;3;0;1;0;0,011363636;0,3358;0,030595518;0;0;-1;1;0,322;1;1;0,104830421;0
H0;Estable;0;2;0;1;0;0,346590909;0,4685;0,030511454;0;0;-1;1;0;0;1;0,080164439;0
HE;km--;1;1;0;0;0;0,073863636;0,4685;0,030423569;0;0;-1;1;1;0;1;0;1
HB;km-;4;1;0;1;0;0,085227272;0,3068;0,030419747;0;0;-1;1;1;0;1;0;1
H0;km--;0;1;0;0;0;0,221590909;0,4685;0,030370073;0;0,091;-1;1;0,677;0;1;0,026721479;0
HD;km--;2;1;1;0;0;0,119318181;0,4685;0,030305115;0;0;-1;1;0,933;1;1;0,450154162;1
HD;km-;2;1;0;1;0;0,409090909;0,4685;0,03025544;0;0,181;-1;1;1;1;1;0;1
HE;km--;1;1;0;0;0;0,034090909;0,4685;0,030136986;0;0,057;-1;1;1;1;1;0;1
H0;Nuevo;0;0;0;1;0;0,02840909;0,3439;0,030136986;0;0,155;0;1;0,87;0;1;0,008221993;1
HD;km-;2;1;0;1;0;0,27840909;0,5023;0,030049101;0;0,419;-1;1;0,322;1;1;0,436793422;1
HB;Estable;4;2;0;1;0;0,306818181;0,3439;0,03004528;0;0;-1;1;0,161;1;1;0,832476875;0
H0;km--;0;1;0;1;0;0,022727272;0,3439;0,030033817;0;0,209;0;1;0,354;1;1;0,041109969;1
HA;km+;5;3;0;1;1;0,573863636;0,4685;0,029926826;0;0,026;0;1;0,225;0;1;0,99897225;0
HE;km--;1;1;0;1;1;0,1875;0,3855;0,029920458;0;0,503;-1;1;0,516;1;1;0,207605344;1
HD;Estable;2;2;0;1;0;0,176136363;0,4685;0,029907721;0;0,393;-1;1;0,258;1;1;0,482014388;1
HE;km+;1;3;0;1;0;0,136363636;0,4685;0,029861867;0;0,026;-1;1;0,354;1;1;0,328879753;0
HE;Estable;1;2;0;0;0;0,039772727;0,4685;0,029781624;0;0;-1;1;0,225;0;1;0,22610483;0
HE;km--;1;1;0;0;0;0,295454545;0,4685;0,029777803;0;0,153;-1;1;0;0;1;0,156217882;1
HE;Estable;1;2;0;1;0;0,034090909;0,3439;0,029758698;0;0,13;0;1;0,166;1;1;0,25282631;0
H0;Nuevo;0;0;0;1;0;0;0,3439;0,029747234;0;0,421;-1;1;1;0;1;0;1
HD;km+;2;3;0;0;0;0,017045454;0,4685;0,029674634;0;0,118;-1;1;0,225;1;1;0,499486125;0
HE;km-;1;1;0;1;1;0,335227272;0,4685;0,029670813;0;0,026;-1;1;0,225;0;1;0,208633093;0
H0;km--;0;1;0;1;1;0,426136363;0,4062;0,029649797;0;0;-1;1;0,645;0;1;0,057553956;0
HB;km--;4;1;0;1;0;0,034090909;0,3439;0,029204639;0;0;-1;1;0;0;1;0,776978417;0
H0;km-;0;1;0;0;0;0,017045454;0,3439;0,029101469;0;0;-1;1;1;0;1;0;1
HE;km++;1;3;0;1;0;0,409090909;0,4705;0,029067079;0;0,38;-1;1;1;0;1;0;1
HC;Estable;3;2;0;1;0;0,414772727;0,373;0,028940983;0;0,067;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,75;0,3439;0,028891309;0;0,051;0;1;0,322;1;1;0,051387461;0
H0;km-;0;1;0;0;0;0,011363636;0,3439;0,028845456;0;0,254;-1;1;0,225;1;1;0,019527235;1
H0;km--;0;1;0;1;0;0,005681818;0,3439;0,028673506;0;0,055;-1;1;1;1;1;0;1
HD;km+;2;3;1;0;0;0,386363636;0,5118;0,028600906;0;0;-1;1;0;0;1;0,549845837;1
HC;km-;3;1;0;1;0;0,5;0,468;0,028593263;0;0,195;-1;1;0,225;0,999;1;0,624871531;1
HA;Estable;5;2;0;1;0;0,113636363;0,4685;0,0285818;0;0,218;-1;1;0,806;1;1;0,952723535;1
HC;Estable;3;2;0;1;0;0,670454545;0,4685;0,028570337;0;0,586;-1;1;1;1;1;0;1
HE;km-;1;1;0;1;0;0,164772727;0,3439;0,028490094;0;0,025;0;1;0,322;1;1;0,18602261;1
HD;km--;2;1;0;0;0;0,107954545;0,4685;0,028356355;0;0;0;1;0;0;1;0,393627954;0
HE;km--;1;1;0;1;0;0,051136363;0,3439;0,028222617;0;0,08;-1;1;1;1;1;0;1
HC;km--;3;1;0;1;0;0,068181818;0,3439;0,028195869;0;0;-1;1;0,677;0;1;0,610483042;0
H0;Estable;0;2;0;1;0;0,034090909;0,4685;0,028153837;0;0;-1;1;0,677;0;1;0,067831449;0
HE;km+;1;3;0;1;1;0,034090909;0,3826;0,028085058;0;0,264;-1;1;0,354;1;1;0,345323741;1
H0;km+;0;3;0;1;0;0,27840909;0,5023;0,028077415;0;0,119;-1;1;1;1;1;0;1
HE;Nuevo;1;0;0;0;0;0,136363636;0,4685;0,027993351;0;0,154;-1;1;1;0;1;0;1
H0;km-;0;1;0;0;0;0,051136363;0,4685;0,027985709;0;0;0;1;0,645;0;1;0,016443987;0
HC;km--;3;1;0;1;0;0,045454545;0,4685;0,027783191;0;0;-1;1;0;0;1;0,610483042;0
HD;km--;2;1;0;0;1;0,670454545;0,4662;0,027756443;0;0,464;-1;1;0,258;0,668;1;0,415210688;1
HD;km++;2;3;0;0;0;0,181818181;0,3451;0,027741159;0;0,327;-1;1;0,354;1;1;0,509763617;1
H0;km+;0;3;0;1;0;0,125;0,3439;0,027683842;0;0;0;1;1;1;1;0;1
HC;km++;3;3;0;1;0;0,045454545;0,3439;0,0276762;0;0;0;1;0,161;1;1;0,704008221;0
H0;Nuevo;0;0;0;0;0;0,017045454;0,3879;0,027550104;0;0;0;1;0;0;1;0,001027749;0
H0;km+;0;3;0;1;0;0,056818181;0,3439;0,027496609;0;0;-1;1;0,322;1;1;0,104830421;1
H0;km++;0;3;0;0;0;0,017045454;0,3439;0,027381976;0;0;-1;1;0,645;0;1;0,086330935;0
H0;Estable;0;2;0;1;0;0,193181818;0,4685;0,027359049;0;0;0;1;0,645;0;1;0,078108941;0
HB;km--;4;1;0;1;0;0,130681818;0,3748;0,027332302;0;0;-1;1;0,225;0;1;0,781089414;0
HC;km+;3;3;0;1;0;0,09090909;0,4685;0,027274985;0;0,099;0;1;0,354;1;1;0,708119218;1
H0;km-;0;1;0;1;0;0,261363636;0,4685;0,027179458;0;0;-1;1;1;1;1;0;1
HC;km++;3;3;0;0;0;0,09090909;0,3439;0,027106857;0;0;1;1;0,225;0;1;0,682425488;0
HA;km++;5;3;0;1;0;0,068181818;0,445;0,027091573;0;0,051;0;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,017045454;0,3439;0,027053362;0;0;-1;1;0,225;0;1;0,038026721;0
HE;km--;1;1;1;1;0;0,357954545;0,481;0,027030435;0;0;-1;1;0,225;1;1;0,223021582;1
HE;km-;1;1;0;0;1;0,607954545;0,4828;0,027023748;0;0,251;-1;0,5;0,645;1;1;0,169578622;1
HA;km-;5;1;0;1;0;0,039772727;0,4685;0,027018972;0;0;-1;1;0;0;1;0,91983556;0
H0;km--;0;1;0;1;0;0,02840909;0,4685;0,026831738;0;0;-1;1;1;0;1;0;1
HE;km--;1;1;0;0;0;0,079545454;0,3439;0,026736211;0;0,399;-1;1;0,354;1;1;0,151079136;1
HD;km-;2;1;0;0;0;0,295454545;0,5023;0,02673239;0;0;-1;1;0,225;0;1;0,401849948;0
H0;Nuevo;0;0;0;1;0;0,21590909;0,3439;0,026728568;0;0,345;-1;1;1;0;1;0;1
HD;km++;2;3;0;0;0;0,130681818;0,3439;0,026720926;0;0,89;-1;1;0,354;1;1;0,506680369;1
HE;km--;1;1;0;1;0;0,068181818;0,4685;0,026713284;0;0,046;-1;1;1;1;1;0;1
